step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy,train_mean_reward,full_validation_mean_reward
896,0.0,1.0,,,,
897,0.42729,0.84783,,,,
898,0.00011,1.0,,,,
899,0.28716,0.95312,,,,
900,0.0,1.0,,,,
901,0.26143,0.95,,,,
902,0.0266,1.0,,,,
903,0.0,1.0,,,,
904,0.0,1.0,,,,
905,0.27793,0.94,,,,
906,0.0,1.0,,,,
907,0.02964,1.0,,,,
908,0.06226,0.96491,,,,
909,0.05064,0.98718,,,,
910,0.0,1.0,,,,
911,0.0,1.0,,,,
912,0.00858,1.0,,,,
913,0.0,1.0,,,,
914,0.77001,0.86111,,,,
915,0.0,1.0,,,,
916,0.2374,0.92857,,,,
917,0.0,1.0,,,,
918,0.0,1.0,,,,
919,0.0,1.0,,,,
920,0.10659,0.97959,,,,
921,0.0,1.0,,,,
922,0.2293,0.96296,,,,
923,0.08493,0.98077,,,,
924,0.0,1.0,,,,
925,0.70395,0.96429,,,,
926,0.68743,0.96667,,,,
927,0.0,1.0,,,,
928,0.99453,0.94444,,,,
929,0.29177,0.925,,,,
930,0.91156,0.96154,,,,
931,0.70152,0.81034,,,,
932,0.0,1.0,,,,
933,0.0,1.0,,,,
934,0.0,1.0,,,,
935,0.47312,0.94737,,,,
936,0.00153,1.0,,,,
937,0.0,1.0,,,,
938,0.02139,0.98851,,,,
939,0.1926,0.90698,,,,
940,0.00014,1.0,,,,
941,0.11379,0.95745,,,,
942,0.47215,0.96667,,,,
943,0.36389,0.90811,,,,
944,0.08429,0.94667,,,,
945,0.16997,0.96203,,,,
946,0.0,1.0,,,,
947,0.0,1.0,,,,
948,0.0,1.0,,,,
949,0.22036,0.91667,,,,
950,0.011,1.0,,,,
951,0.00577,1.0,,,,
952,0.64398,0.81818,,,,
953,5e-05,1.0,,,,
954,0.42327,0.8587,,,,
955,0.0,1.0,,,,
956,0.0,1.0,,,,
957,0.0,1.0,,,,
958,0.0,1.0,,,,
959,0.0,1.0,,,,
960,0.0,1.0,,,,
961,0.0,1.0,,,,
962,0.0,1.0,,,,
963,0.0,1.0,,,,
964,0.01899,1.0,,,,
965,0.0,1.0,,,,
966,0.10398,0.96226,,,,
967,0.0,1.0,,,,
968,0.14675,0.93878,,,,
969,0.00016,1.0,,,,
970,0.0015,1.0,,,,
971,0.02416,1.0,,,,
972,0.0,1.0,,,,
973,0.0,1.0,,,,
974,0.39135,0.87805,,,,
975,0.0,1.0,,,,
976,0.0,1.0,,,,
977,0.46269,0.95,,,,
978,0.0,1.0,,,,
979,0.0,1.0,,,,
980,0.25938,0.94118,,,,
981,0.39548,0.87805,,,,
982,0.57149,0.96552,,,,
983,0.02306,1.0,,,,
984,0.0,1.0,,,,
985,0.0,1.0,,,,
986,0.0001,1.0,,,,
987,0.0,1.0,,,,
988,0.09288,0.96667,,,,
989,0.2029,0.86364,,,,
990,0.12663,0.95652,,,,
991,0.0,1.0,,,,
992,0.10563,0.95652,,,,
993,0.18171,0.93939,,,,
994,0.0,1.0,,,,
995,0.0,1.0,,,,
996,0.03879,0.98182,,,,
997,0.00759,1.0,,,,
998,0.0,1.0,,,,
999,0.24521,0.90805,,,,
1000,0.0,1.0,,,,
1001,0.0,1.0,,,,
1002,0.0,1.0,,,,
1003,0.0,1.0,,,,
1004,0.0,1.0,,,,
1005,0.07826,0.96296,,,,
1006,0.06865,0.94286,,,,
1007,0.0,1.0,,,,
1008,0.0,1.0,,,,
1009,0.0011,1.0,,,,
1010,0.0,1.0,,,,
1011,0.0,1.0,,,,
1012,0.0,1.0,,,,
1013,0.03008,0.98485,,,,
1014,0.19159,0.96491,,,,
1015,0.18044,0.97143,,,,
1016,0.0,1.0,,,,
1017,0.01229,1.0,,,,
1018,0.30465,0.925,,,,
1019,0.0026,1.0,,,,
1020,0.0,1.0,,,,
1021,0.15007,0.94937,,,,
1022,0.0,1.0,,,,
1023,0.0,1.0,,,,
1024,0.0,1.0,,,,
1025,0.0,1.0,,,,
1026,0.0,1.0,,,,
1027,0.02186,1.0,,,,
1028,0.06985,0.96774,,,,
1029,0.36997,0.91667,,,,
1030,0.0,1.0,,,,
1031,0.27782,0.96875,,,,
1032,0.0,1.0,,,,
1033,0.00794,1.0,,,,
1034,0.20995,0.94444,,,,
1035,0.34584,0.89916,,,,
1036,0.1677,0.95455,,,,
1037,0.12381,0.97561,,,,
1038,3e-05,1.0,,,,
1039,0.00469,1.0,,,,
1040,0.0,1.0,,,,
1041,0.26585,0.875,,,,
1042,0.19965,0.94215,,,,
1043,0.0,1.0,,,,
1044,0.0,1.0,,,,
1045,0.02711,1.0,,,,
1046,0.0,1.0,,,,
1047,0.18144,0.88462,,,,
1048,1.05349,0.90476,,,,
1049,0.05431,0.98571,,,,
1050,0.15393,0.98305,,,,
1051,0.0,1.0,,,,
1052,0.0,1.0,,,,
1053,0.0,1.0,,,,
1054,0.02296,0.97368,,,,
1055,0.07952,0.96429,,,,
1056,0.01153,1.0,,,,
1057,0.00334,1.0,,,,
1058,0.10444,0.96667,,,,
1059,4e-05,1.0,,,,
1060,0.0,1.0,,,,
1061,0.32614,0.96296,,,,
1062,0.00115,1.0,,,,
1063,0.0007,1.0,,,,
1064,0.0,1.0,,,,
1065,0.0,1.0,,,,
1066,0.02637,0.98,,,,
1067,0.0,1.0,,,,
1068,0.0,1.0,,,,
1069,0.0,1.0,,,,
1070,0.46843,0.87931,,,,
1071,0.0,1.0,,,,
1072,0.0,1.0,,,,
1073,0.01967,1.0,,,,
1074,0.06734,0.98246,,,,
1075,0.19275,0.93182,,,,
1076,0.13426,0.96694,,,,
1077,0.61061,0.96429,,,,
1078,0.00048,1.0,,,,
1079,0.0149,1.0,,,,
1080,0.15418,0.93077,,,,
1081,0.0,1.0,,,,
1082,0.02762,0.98333,,,,
1083,0.0,1.0,,,,
1084,1e-05,1.0,,,,
1085,0.0,1.0,,,,
1086,0.0,1.0,,,,
1087,0.0,1.0,,,,
1088,0.1903,0.92857,,,,
1089,0.3249,0.92072,,,,
1090,0.06366,1.0,,,,
1091,0.09997,0.95918,,,,
1092,0.0,1.0,,,,
1093,0.00539,1.0,,,,
1094,0.0,1.0,,,,
1095,0.0,1.0,,,,
1096,0.0,1.0,,,,
1097,0.0,1.0,,,,
1098,0.0,1.0,,,,
1099,0.19587,0.97959,,,,
1100,0.0268,0.97872,,,,
1101,0.34545,0.90244,,,,
1102,0.02955,1.0,,,,
1103,0.0,1.0,,,,
1104,0.55649,0.86486,,,,
1105,0.0,1.0,,,,
1106,0.12895,0.98077,,,,
1107,0.19729,0.89286,,,,
1108,0.0,1.0,,,,
1109,0.12731,0.95,,,,
1110,0.0,1.0,,,,
1111,0.0,1.0,,,,
1112,0.0,1.0,,,,
1113,0.00203,1.0,,,,
1114,0.02954,0.98529,,,,
1115,0.16733,0.90909,,,,
1116,0.05306,0.98667,,,,
1117,0.0,1.0,,,,
1118,0.00771,1.0,,,,
1119,0.05266,0.96154,,,,
1120,0.0,1.0,,,,
1121,0.24582,0.95312,,,,
1122,0.0,1.0,,,,
1123,0.0,1.0,,,,
1124,0.01968,1.0,,,,
1125,8e-05,1.0,,,,
1126,0.22571,0.91667,,,,
1127,0.10588,0.93548,,,,
1128,0.0,1.0,,,,
1129,0.0,1.0,,,,
1130,0.10174,0.95455,,,,
1131,0.00153,1.0,,,,
1132,0.0,1.0,,,,
1133,0.0,1.0,,,,
1134,0.0,1.0,,,,
1135,0.0,1.0,,,,
1136,0.0,1.0,,,,
1137,0.0,1.0,,,,
1138,0.0,1.0,,,,
1139,0.0,1.0,,,,
1140,0.09117,0.97468,,,,
1141,0.0,1.0,,,,
1142,0.0,1.0,,,,
1143,0.14298,0.94872,,,,
1144,0.0,1.0,,,,
1145,0.0,1.0,,,,
1146,0.0,1.0,,,,
1147,0.0,1.0,,,,
1148,0.0,1.0,,,,
1149,0.0,1.0,,,,
1150,0.0,1.0,,,,
1151,0.00746,1.0,,,,
1152,0.0168,0.98667,,,,
1153,0.06751,0.97468,,,,
1154,0.0,1.0,,,,
1155,0.0,1.0,,,,
1156,0.0,1.0,,,,
1157,0.0,1.0,,,,
1158,0.00248,1.0,,,,
1159,0.0,1.0,,,,
1160,0.0,1.0,,,,
1161,0.19857,0.95,,,,
1162,0.0,1.0,,,,
1163,0.0018,1.0,,,,
1164,0.0,1.0,,,,
1165,0.14243,0.91489,,,,
1166,0.0,1.0,,,,
1167,0.01056,1.0,,,,
1168,1e-05,1.0,,,,
1169,0.0,1.0,,,,
1170,0.0,1.0,,,,
1171,0.0,1.0,,,,
1172,0.64269,0.96667,,,,
1173,0.7226,0.91667,,,,
1174,0.00131,1.0,,,,
1175,0.04559,0.98077,,,,
1176,0.0,1.0,,,,
1177,0.0,1.0,,,,
1178,0.00378,1.0,,,,
1179,0.02582,0.98246,,,,
1180,0.0151,1.0,,,,
1181,0.0,1.0,,,,
1182,0.00014,1.0,,,,
1183,0.01142,1.0,,,,
1184,0.0046,1.0,,,,
1185,0.0,1.0,,,,
1186,0.0,1.0,,,,
1187,0.0,1.0,,,,
1188,0.13235,0.95,,,,
1189,0.02714,1.0,,,,
1190,0.0,1.0,,,,
1191,0.0,1.0,,,,
1192,0.0,1.0,,,,
1193,0.00699,1.0,,,,
1194,0.17957,0.97059,,,,
1195,0.0,1.0,,,,
1196,0.0,1.0,,,,
1197,0.23119,0.95652,,,,
1198,0.0,1.0,,,,
1199,0.01266,1.0,,,,
1200,0.23109,0.94737,,,,
1201,0.0,1.0,,,,
1202,0.00139,1.0,,,,
1203,0.0,1.0,,,,
1204,0.00663,1.0,,,,
1205,0.00294,1.0,,,,
1206,0.0,1.0,,,,
1207,0.00057,1.0,,,,
1208,0.0,1.0,,,,
1209,0.0,1.0,,,,
1210,0.61308,0.96154,,,,
1211,0.72754,0.96296,,,,
1212,0.12297,0.9661,,,,
1213,0.89809,0.95238,,,,
1214,0.2891,0.91463,,,,
1215,0.0,1.0,,,,
1216,0.18595,0.95349,,,,
1217,3e-05,1.0,,,,
1218,0.76791,0.96667,,,,
1219,0.0,1.0,,,,
1220,0.0,1.0,,,,
1221,0.05631,0.98889,,,,
1222,0.0,1.0,,,,
1223,0.0,1.0,,,,
1224,0.17425,0.95833,,,,
1225,0.55083,0.96552,,,,
1226,0.0031,1.0,,,,
1227,0.0,1.0,,,,
1228,0.08421,0.97826,,,,
1229,0.0,1.0,,,,
1230,0.03989,0.97872,,,,
1231,0.00594,1.0,,,,
1232,0.0,1.0,,,,
1233,0.03164,0.96429,,,,
1234,0.0,1.0,,,,
1235,0.27458,0.92391,,,,
1236,0.0,1.0,,,,
1237,0.24245,0.98,,,,
1238,0.00013,1.0,,,,
1239,0.0,1.0,,,,
1240,0.26538,0.90698,,,,
1241,0.0,1.0,,,,
1242,0.18079,0.95402,,,,
1243,0.0,1.0,,,,
1244,0.2832,0.96667,,,,
1245,0.46201,0.87805,,,,
1246,0.0,1.0,,,,
1247,0.0,1.0,,,,
1248,0.01139,1.0,,,,
1249,0.61214,0.96154,,,,
1250,0.0,1.0,,,,
1251,0.0,1.0,,,,
1252,0.03548,1.0,,,,
1253,0.00284,1.0,,,,
1254,0.0,1.0,,,,
1255,0.00367,1.0,,,,
1256,0.0,1.0,,,,
1257,0.16151,0.91489,,,,
1258,0.0,1.0,,,,
1259,9e-05,1.0,,,,
1260,0.0,1.0,,,,
1261,0.0852,0.96154,,,,
1262,0.0075,1.0,,,,
1263,0.0,1.0,,,,
1264,0.0,1.0,,,,
1265,0.0,1.0,,,,
1266,0.0,1.0,,,,
1267,0.0,1.0,,,,
1268,0.0,1.0,,,,
1269,0.00425,1.0,,,,
1270,0.0,1.0,,,,
1271,0.0,1.0,,,,
1272,0.00172,1.0,,,,
1273,0.0007,1.0,,,,
1274,0.0,1.0,,,,
1275,0.0,1.0,,,,
1276,0.00763,1.0,,,,
1277,0.0,1.0,,,,
1278,0.14977,0.94118,,,,
1279,0.95496,0.74603,,,,
1280,0.44601,0.94444,,,,
1281,0.03821,0.98246,,,,
1282,0.11366,0.98148,,,,
1283,0.15866,0.93966,,,,
1284,0.0,1.0,,,,
1285,0.19605,0.95122,,,,
1286,3e-05,1.0,,,,
1287,0.22757,0.96552,,,,
1288,5e-05,1.0,,,,
1289,0.0,1.0,,,,
1290,0.11148,0.94872,,,,
1291,0.0,1.0,,,,
1292,0.0,1.0,,,,
1293,0.0,1.0,,,,
1294,0.0,1.0,,,,
1295,0.04252,1.0,,,,
1296,0.64335,0.9,,,,
1297,0.0,1.0,,,,
1298,0.0,1.0,,,,
1299,1.02218,0.79054,,,,
1300,0.27317,0.91597,,,,
1301,0.00014,1.0,,,,
1302,8e-05,1.0,,,,
1303,0.0,1.0,,,,
1304,0.0,1.0,,,,
1305,4e-05,1.0,,,,
1306,0.01012,1.0,,,,
1307,0.0,1.0,,,,
1308,0.03878,0.95833,,,,
1309,0.0,1.0,,,,
1310,0.0089,1.0,,,,
1311,0.04003,0.97619,,,,
1312,0.31939,0.95652,,,,
1313,0.00068,1.0,,,,
1314,0.00849,1.0,,,,
1315,0.0,1.0,,,,
1316,0.0,1.0,,,,
1317,0.0,1.0,,,,
1318,0.0,1.0,,,,
1319,0.02128,1.0,,,,
1320,0.0,1.0,,,,
1321,0.0107,1.0,,,,
1322,0.02286,1.0,,,,
1323,0.0,1.0,,,,
1324,0.39591,0.96154,,,,
1325,0.13824,0.95349,,,,
1326,0.0,1.0,,,,
1327,0.0,1.0,,,,
1328,0.0,1.0,,,,
1329,0.0,1.0,,,,
1330,0.00048,1.0,,,,
1331,0.0,1.0,,,,
1332,0.0032,1.0,,,,
1333,0.0,1.0,,,,
1334,0.0,1.0,,,,
1335,0.00266,1.0,,,,
1336,0.0613,0.97468,,,,
1337,0.0,1.0,,,,
1338,0.23236,0.96552,,,,
1339,0.81096,0.95238,,,,
1340,0.00428,1.0,,,,
1341,0.02474,0.96552,,,,
1342,0.0003,1.0,,,,
1343,0.00596,1.0,,,,
1344,0.0,1.0,,,,
1345,0.0,1.0,,,,
1346,0.0,1.0,,,,
1347,0.0,1.0,,,,
1348,0.0,1.0,,,,
1349,0.10758,0.93617,,,,
1350,0.0,1.0,,,,
1351,0.0,1.0,,,,
1352,0.1539,0.95,,,,
1353,0.00059,1.0,,,,
1354,0.00019,1.0,,,,
1355,0.0,1.0,,,,
1356,0.0,1.0,,,,
1357,0.0,1.0,,,,
1358,0.0,1.0,,,,
1359,0.00045,1.0,,,,
1360,8e-05,1.0,,,,
1361,0.0,1.0,,,,
1362,0.0,1.0,,,,
1363,0.65675,0.95652,,,,
1364,0.0,1.0,,,,
1365,0.0,1.0,,,,
1366,0.0,1.0,,,,
1367,0.0062,1.0,,,,
1368,0.0,1.0,,,,
1369,0.0,1.0,,,,
1370,0.0,1.0,,,,
1371,0.0,1.0,,,,
1372,0.1215,0.96154,,,,
1373,0.12825,0.97143,,,,
1374,0.11454,0.93182,,,,
1375,0.18526,0.96739,,,,
1376,0.0,1.0,,,,
1377,0.0,1.0,,,,
1378,0.00097,1.0,,,,
1379,0.0,1.0,,,,
1380,0.0,1.0,,,,
1381,0.0,1.0,,,,
1382,0.0,1.0,,,,
1383,0.1215,0.925,,,,
1384,0.00078,1.0,,,,
1385,0.00315,1.0,,,,
1386,0.0,1.0,,,,
1387,0.00188,1.0,,,,
1388,0.0,1.0,,,,
1389,0.18063,0.95122,,,,
1390,0.0,1.0,,,,
1391,0.0,1.0,,,,
1392,0.00057,1.0,,,,
1393,0.01162,1.0,,,,
1394,0.00033,1.0,,,,
1395,0.0,1.0,,,,
1396,0.0,1.0,,,,
1397,0.41514,0.92683,,,,
1398,0.0,1.0,,,,
1399,0.0,1.0,,,,
1400,0.0,1.0,,,,
1401,0.00015,1.0,,,,
1402,0.00022,1.0,,,,
1403,0.05601,0.97872,,,,
1404,0.1788,0.96774,,,,
1405,0.0,1.0,,,,
1406,0.00083,1.0,,,,
1407,3e-05,1.0,,,,
1408,0.11751,0.97826,,,,
1409,0.36675,0.90244,,,,
1410,0.0,1.0,,,,
1411,0.08348,0.96078,,,,
1412,0.0,1.0,,,,
1413,0.02041,1.0,,,,
1414,0.00079,1.0,,,,
1415,0.0,1.0,,,,
1416,0.0,1.0,,,,
1417,0.00436,1.0,,,,
1418,1e-05,1.0,,,,
1419,0.0,1.0,,,,
1420,0.0,1.0,,,,
1421,0.0,1.0,,,,
1422,0.0,1.0,,,,
1423,0.00524,1.0,,,,
1424,1e-05,1.0,,,,
1425,0.0,1.0,,,,
1426,0.97096,0.7973,,,,
1427,0.10084,0.97468,,,,
1428,0.0,1.0,,,,
1429,0.11777,0.97368,,,,
1430,0.29272,0.92973,,,,
1431,0.0,1.0,,,,
1432,1e-05,1.0,,,,
1433,0.00013,1.0,,,,
1434,0.0,1.0,,,,
1435,0.11227,0.91489,,,,
1436,0.00077,1.0,,,,
1437,0.02923,1.0,,,,
1438,0.0,1.0,,,,
1439,0.0,1.0,,,,
1440,0.0,1.0,,,,
1441,0.0,1.0,,,,
1442,0.0,1.0,,,,
1443,0.00239,1.0,,,,
1444,0.00263,1.0,,,,
1445,0.01935,0.98246,,,,
1446,0.0,1.0,,,,
1447,0.12565,0.90698,,,,
1448,0.0,1.0,,,,
1449,0.23549,0.94118,,,,
1450,0.01223,1.0,,,,
1451,0.0,1.0,,,,
1452,6e-05,1.0,,,,
1453,0.0,1.0,,,,
1454,0.00029,1.0,,,,
1455,0.09031,0.975,,,,
1456,0.0,1.0,,,,
1457,0.00049,1.0,,,,
1458,0.0045,1.0,,,,
1459,0.01067,1.0,,,,
1460,6e-05,1.0,,,,
1461,0.0,1.0,,,,
1462,0.03697,1.0,,,,
1463,0.0,1.0,,,,
1464,0.0,1.0,,,,
1465,0.0,1.0,,,,
1466,0.0,1.0,,,,
1467,0.0,1.0,,,,
1468,0.0,1.0,,,,
1469,0.0,1.0,,,,
1470,0.01246,1.0,,,,
1471,0.7922,0.95,,,,
1472,0.0,1.0,,,,
1473,0.0,1.0,,,,
1474,0.00033,1.0,,,,
1475,0.0,1.0,,,,
1476,0.43605,0.91892,,,,
1477,0.68011,0.94444,,,,
1478,0.04546,0.97059,,,,
1479,0.01765,1.0,,,,
1480,0.0,1.0,,,,
1481,0.0,1.0,,,,
1482,0.0,1.0,,,,
1483,0.0,1.0,,,,
1484,0.04203,0.95455,,,,
1485,0.0,1.0,,,,
1486,0.0,1.0,,,,
1487,0.13044,0.93182,,,,
1488,0.0,1.0,,,,
1489,0.07507,0.95918,,,,
1490,0.0,1.0,,,,
1491,0.07694,0.98276,,,,
1492,0.0,1.0,,,,
1493,0.76884,0.96667,,,,
1494,0.17234,0.96552,,,,
1495,0.09108,0.97692,,,,
1496,0.59973,0.96154,,,,
1497,0.0,1.0,,,,
1498,0.00219,1.0,,,,
1499,0.09425,0.97561,,,,
1500,0.61194,0.96667,,,,
1501,1e-05,1.0,,,,
1502,0.09078,0.95349,,,,
1503,0.2856,0.93103,,,,
1504,0.0,1.0,,,,
1505,0.0,1.0,,,,
1506,0.0,1.0,,,,
1507,0.0,1.0,,,,
1508,0.21439,0.98,,,,
1509,0.0,1.0,,,,
1510,0.06845,0.95918,,,,
1511,0.0,1.0,,,,
1512,0.0,1.0,,,,
1513,0.00015,1.0,,,,
1514,0.04319,0.98148,,,,
1515,0.00825,1.0,,,,
1516,0.05162,0.98889,,,,
1517,0.0,1.0,,,,
1518,0.0,1.0,,,,
1519,0.00281,1.0,,,,
1520,0.08386,0.97436,,,,
1521,0.0,1.0,,,,
1522,0.0,1.0,,,,
1523,0.18528,0.95349,,,,
1524,0.82578,0.77778,,,,
1525,0.0,1.0,,,,
1526,0.0,1.0,,,,
1527,0.0,1.0,,,,
1528,0.0,1.0,,,,
1529,1e-05,1.0,,,,
1530,0.0,1.0,,,,
1531,0.0,1.0,,,,
1532,0.4615,0.96296,,,,
1533,0.0,1.0,,,,
1534,0.0,1.0,,,,
1535,0.01921,1.0,,,,
1536,0.01106,1.0,,,,
1537,0.0,1.0,,,,
1538,0.4851,0.91667,,,,
1539,0.15421,0.95833,,,,
1540,0.0,1.0,,,,
1541,0.14241,0.96694,,,,
1542,0.02293,1.0,,,,
1543,0.04722,0.96154,,,,
1544,0.0,1.0,,,,
1545,0.0,1.0,,,,
1546,0.0,1.0,,,,
1547,0.0,1.0,,,,
1548,0.0,1.0,,,,
1549,0.0,1.0,,,,
1550,0.0,1.0,,,,
1551,0.0,1.0,,,,
1552,0.65384,0.96429,,,,
1553,0.0,1.0,,,,
1554,0.24097,0.94737,,,,
1555,0.01352,1.0,,,,
1556,1e-05,1.0,,,,
1557,0.0,1.0,,,,
1558,0.0,1.0,,,,
1559,0.00817,1.0,,,,
1560,0.00025,1.0,,,,
1561,0.0,1.0,,,,
1562,0.0,1.0,,,,
1563,0.0,1.0,,,,
1564,0.0,1.0,,,,
1565,0.0,1.0,,,,
1566,0.0,1.0,,,,
1567,0.0006,1.0,,,,
1568,0.0,1.0,,,,
1569,0.0,1.0,,,,
1570,0.19355,0.93182,,,,
1571,0.0,1.0,,,,
1572,0.00078,1.0,,,,
1573,0.0,1.0,,,,
1574,0.01155,1.0,,,,
1575,0.0,1.0,,,,
1576,0.0389,0.99333,,,,
1577,0.0,1.0,,,,
1578,0.00205,1.0,,,,
1579,0.20256,0.95312,,,,
1580,0.0,1.0,,,,
1581,0.0,1.0,,,,
1582,0.66426,0.96154,,,,
1583,0.00048,1.0,,,,
1584,0.00518,1.0,,,,
1585,0.0,1.0,,,,
1586,0.00029,1.0,,,,
1587,0.0,1.0,,,,
1588,0.0,1.0,,,,
1589,0.0,1.0,,,,
1590,0.0,1.0,,,,
